show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;imdb_rating;imdb_vote
186;Movie;Gosford Park;Robert Altman;Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford, Charles Dance, Geraldine Somerville, Tom Hollander, Natasha Wightman, Jeremy Northam, Bob Balaban, James Wilby, Claudie Blakley, Laurence Fox, Trent Ford, Ryan Phillippe, Stephen Fry, Ron Webster, Kelly Macdonald, Clive Owen, Helen Mirren, Eileen Atkins, Emily Watson, Alan Bates, Derek Jacobi, Richard E. Grant, Jeremy Swift, Sophie Thompson, Meg Wynn Owen, Adrian Scarborough, Frances Low, Joanna Maude, Teresa Churcher, Sarah Flind, Finty Williams, Emma Buckley, Lucy Cohu, Laura Harling, Tilly Gerrard, Will Beer, Leo Bill, Gregor Henderson-Begg, John Atterbury, Frank Thornton, Ron Puttock, Adrian Preater, John Cox, Ken Davies, Tony Davies, Steve Markham, Terry Sturmey, Julian Such, Alan Bland, Peter Champion, Geoff Double, Robin Devereux, John Fountain, Richard Gamble, Brian Rumsey, George Sherman, Widget, Natalie Danks-Smith;United States, United Kingdom, Italy;01/11/2019;2001;R;137 min;Comedy, Drama, Mystery;In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.;7,2;83785
187;Movie;Big Daddy;Dennis Dugan;Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse, Dylan Sprouse, Josh Mostel, Leslie Mann, Allen Covert, Rob Schneider, Kristy Swanson, Joseph Bologna, Peter Dante, Jonathan Loughran, Steve Buscemi, Tim Herlihy, Edmund Lyndeck, Larkin Malloy, Samantha Brown, Neal Huff, Geoffrey Horne, Greg Haberny, Jackie Sandler, George Hall, Peggy Shay, Alfonso Ramðrez, Salvatore Cavaliere, Kelly Dugan, Jared Sandler, Jillian Sandler, Helen Lloyd Breed, Chlo? Hult, Carmen De Lavallade, Steven Brill, Glen Trotiner, Jorge Buccio, Cat Jagar, Deborah S. Craig, Nicholas Taylor, Cole Hawkins, Gabriel Jacobs, Michael Arcate, Gaetano Lisi, Michael Giarraputo, Steve Glenn, Al Cerullo, Diana Berry, Dar Billingham, Brian Canberg, David Seth Cohen, Dennis Dugan, John Forker, Marshall Dancing Elk Lucas, George F. Miller, Lian Moy, Laurie Wallace, Waneeki Yokomee-Fung;United States;01/10/2020;1999;PG-13;93 min;Comedy, Drama;Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove hes a grownup.;6,4;206969
188;Movie;Blow;Ted Demme;Johnny Depp, Pen?lope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Moll?, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta, Kevin Gage, Max Perlich, Jesse James, Miguel P?rez, Dan Ferro, Tony Amendola, Bobcat Goldthwait, Michael Tucci, Monet Mazur, Lola Glaudini, Jennifer Gimenez, Emma Roberts, Jaime King, Charles Noland, Pamela Abdy, John Harrington Bland, Jimmy Burke, Brantley Bush, Kevin Chapman, The Dawk, Ted Demme, Crystal Erickson, Daniel Escobar, Tracy Falco, Jean-Carlos Felix, Lazaro Galarraga, Brian Goodman, Vanessa Grayson, Elif Guertin, Josh Herman, Faith Hoover, Brad Hunt, Patrick Husted, Kristina Jung, Ralph Kampshoff, Ajgie Kirkland, Skip OBrien, Richard LaGravenese, Roberto Lopez, Lydell M. Cheshier, Dorothy Lyman, Jodie Mann, Charles Martiniz, Genevieve Maylam, Gonzalo Menendez, Mauricio Mendoza, Carlos Mendoza, Alan James Morgan, Randy Mulkey, Kathleen Mullan, Meriah Nelson, Tony Perez, Jack Polick, Michael Ralph, Raoul N. Rizik, Matthew Robinson, Elizabeth Rodriguez, Bert Rosario, Leslie Schirrmacher, Dale Snowberger, Sophie Tsimel, Julia Vera, Santiago Verdu, Pamela Walker, Dan Andreiu, Ricardo Azulay, Twyla Banks, Anastasia Blue, Greg Bronson, Nick Cassavetes, Lisa Claire, Al Coronel, Ari Davis, Anna de Cardi, Dana Emberson, Ellen Fawl, Janine Foster, Miguel ‘ngel Fuentes, Ted Hollis, Jorge Jimenez, Jacque Lawson, Cynthia Loebe, Corey Lubak, Melissa Rene? Martin, Katy Mikelle, Pino Moreau, Jo Price, Hayden rae, Bobby Reed, Leonel Rend«n, Joe Rosario, Joey Sotello, Crafty St. James, Bill Willens, Lars Woods;United States, Mexico;01/10/2019;2001;R;123 min;Biography, Crime, Drama;Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.;7,6;248168
189;Movie;Heartbreakers;David Mirkin;Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Anne Bancroft, Jeffrey Jones, Gene Hackman, Nora Dunn, Julio Oscar Mechoso, Ricky Jay, Sarah Silverman, Zach Galifianakis, Michael Hitchcock, Pierre Gonneau, Shawn Colvin, Michael Andrew, Andy Brewster, Gonzo Raymond, Carrie Fisher, Jack Shearer, Alan Blumenfeld, Adam Novicki, Robert Alan Beuth, Steve Mellor, Janni Brenn, Kevin Nealon, Scott Wordham, Jackie OBrien, Denalda Williams, Haresh Raval, Jack Douglas Cooper, Peter Spellos, Elya Baskin, Oleg Stefan, Ken Magee, Geremy Dingle, Patricia Belcher, Monnae Michaell, Bernadette Birkett, David Mirkin, Catherine Butterfield, Lawrence Sacco, Jennifer Genco, Kenny Levine, Zane Musa, Andrew Schnurr, Mark Tortorici, Larry Williams, Todd Wolfe, Richard Bernard, Arshag Chookoorian, Leonid Galperin, Miamon Miller, Igor Serykh, Stuart Silverstein, Terry Austin, Gerry Lock, Paul Aldan?e, Johnny Bolton, Chris De Socio, Tracy Gossett, Phil Hawn, Russell Hess, Ariane Von Kamp, Robert Malone, Tricia Manzardo, Irving Ong, Brian Patterson, Jason Pattillo, Gibran Perrone, David Sirois, Kat Slatery, T.J. Thyne, Stacey Travis, Todd Vittum;United States;31/12/2019;2001;PG-13;124 min;Comedy, Crime, Romance;In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.;6,2;53099
190;Movie;Grease;Randal Kleiser;John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Frankie Avalon, Joan Blondell, Edd Byrnes, Sid Caesar, Alice Ghostley, Dody Goodman, Sha-Na-Na, Susan Buckner, Lorenzo Lamas, Fannie Flagg, Dick Patterson, Eddie Deezen, Darrell Zwerling, Ellen Travolta, Annette Charles, Dennis Stewart, Barbi Alison, Helena Andreyko, Jennifer Buchanan, Carol Culver, Cindy DeVore, Deborah Fishman, Antonia Franceschi, Sandra Gray, Mimi Lieber, Judy Susman, Dennis Daniels, Larry Dusich, John Robert Garrett, Daniel Levins, Sean Moran, Greg Rosatti, Andy Roth, Lou Spadaccini, Andy Tennant, Richard Weisman, Lennie Baker, Jon Bowzer Bauman, Paula Beyers, Michael Biehn, Greg Bradford, Tod Burton, Johnny Contardo, Jay Crimp, Carole Demas, Dennis Falt, Donna Felix, Barry Fisher, Vinny Genna, John Michael Graham, Kristine Greco, Frederick Dennis Greene, J. Andrew Kenny, Jocko Marcellino, John Mooney, Arlene Parness, Bob Quinn, Stan Rodarte, Dave Chico Ryan, Screamin Scott Simon, Wendie Jo Sperber, Lora Marie Taylor, Donald Donny York, Jamie Zemarel;United States;01/11/2019;1978;PG;110 min;Musical, Romance;John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for ? much to his friends chagrin.;7,2;253148
191;Movie;Carrie;Brian De Palma;Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North, Cindy Daly, Deirdre Berthrong, Anson Downes, Rory Stevens, Edie McClurg, Cameron De Palma, Sharon Benson, Terry Bolo, Dennis Falt, Jean Glaud?, Katie Irving, Cynthia Schuler Larsen, Dan Protheroe, James Saad, Janie Squire, Mike Towers, Glen Vance;United States;01/06/2019;1976;R;98 min;Horror;An outcast teen with telekinetic ability lashes out with her deadly power when the high school in crowd torments her with a sick joke at the prom.;7,4;175474
192;Movie;Oceans Eleven;Steven Soderbergh;George Clooney, Cecelia Ann Birt, Paul L. Nolan, Carol Florence, Lori Galinski, Bernie Mac, Brad Pitt, Mark Gantt, Tim Perez, Elliott Gould, Frank Patton III, Casey Affleck, Scott Caan, Eddie Jemison, Jorge R. Hernandez, Tim Snay, Miguel P?rez, Shaobo Qin, Carl Reiner, Lennox Lewis, Wladimir Klitschko, Matt Damon, Barry Brandt, William Patrick Johnson, Robert Peters, David Jensen, Kelly Adkins, Gregory Stenson, Joe La Due, Andy Garcia, John C. Fiore, Tommy Kordick, Michael DeLano, Charles La Russa, Anthony Allison, Ronn Soeda, Julia Roberts, Robin Sachs, J.P. Manoux, Jerry Weintraub, Frankie J. Allison, James Curatola, Henry Silva, Eydie Gorm?, Angie Dickinson, Steve Lawrence, Wayne Newton, Siegfried Fischbacher, Roy Horn, Jim Lampley, Larry Merchant, Richard Reed, David Sontag, Larry Sontag, Bill Allison, Rusty Meyers, Joe Coyle, Scott L. Schwartz, Richard Steele, John Robotham, Vincent M. Ward, Scott Beringer, Jim Alfonso, Christopher Ghozt tha Dmented Evans, Bonnie Joy Ashley, Jonathan Burleigh Barnthouse, Bonnie Bom, Tony Brown, Christie Campagna, Derek Sean Carlton, Adam Carrera, Don Cheadle, William Patrick Coleman, Holly Marie Combs, Christopher Crotty, Chucky Currie, Michael T Deeter, Jeremy Dunn, Jacob Stitch Duran, LaTisha Fletcher, Patrick Fullerton, Jaime Gallagher, Joss Gomez, Topher Grace, Laurence R. Griffin, Charles Halford, Joshua Jackson, Rick Kain, Matthew Kish, Jesse Kozel, David Leitch, Simone Lotter, Christopher Mann, Michael Mantella, Brad Martin, Mycole Metcalf, George D. Miklos, Anthony Parrulli, Bob Pepper, Gustavo Perez, Gary Pike, Diamond Tim Pleshaw, Bruce Pobanz, J.P. Riley, Troy Robinson, David C. Roehm Sr., Thomas Rosales Jr., Kerry Rossall, Laurent Schwaar, Steven Soderbergh, Emanuel Steward, Jean Sulli, Reggi Danielle Sweat, Tyler Sweatman, Yann Toderi, Barry Watson, Shane West, Bernie Yuman;United States;01/11/2019;1960;TV-PG;127 min;Crime, Thriller;Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies.;7,7;538594
193;Movie;Miracle;Gavin OConnor;Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill, Patrick OBrien Demsey, Michael Mantenuto, Nathan West, Kenneth Mitchell, Eric Peter-Kaiser, Bobby Hanson, Joseph Cure, Billy Schneider, Nate Miller, Chris Koch, Kris Wilson, Steve Kovalcik, Sam Skoryna, Pete Duffy, Nick Postle, Casey Burnette, Scott Johnson, Trevor Alto, Robbie MacGregor, Joe Hemsworth, Adam Knight, Sarah-Anne Hepher, Evan Smith, Bill Mondy, Tom Butler, Don S. Davis, Michael Kopsa, Lisa Marie Caruk, Malcolm Stewart, Ellie Harvie, Mark McConchie, Mark Burgess, Fred Keating, Andrew Johnston, Susan Astley, Kurt Evans, Igor Morozov, Peter Kelamis, Daniel Bacon, Julius Chapple, Kwesi Ameyaw, Philip Maurice Hayes, Tatiana Loutchaninova, Brent Chapman, Peter Shinkoda, Mariko Kage, L. Harvey Gold, Beverley Breuer, Mike Cleven, Michael Ronnekleiv, Bill Finck, Sarah Hayward, Wanda Sturtevant, Alvie Leeper, Richard Yee, Garry Monahan, Ty Olsson, John Ashbridge, Alexander Kalugin, Ted Friend, Steve Pascal, Terry Lemky, Bob Morton, Ryan Walter, David Short, Birchana Caldwell, Al Michaels, Ken Dryden, Jim McKay, Will Lauder, Jason Marshall, Chris Shaw, Rob Vos, Greg Wilkes, Zinaid Memisevic, Sasha Lakovic, Toni Bader, Rob Busch, Randy Favaro, Paul Nash, Todd Harkins, Ryan Johnson, Jeff Jubenville, Tyler Kuntz, Ian Lampshire, Mike MacWilliam, Angelo Maggio, Stephan Marc, Brandon Misky, Tim Preston, Mark Kitts, Brent Thurston, Graham Walker, Dan Walton, Roger Watts, Casey Bartzen, Troy Dalton, Rick Dietrich, Randy Heath, Jason Jennings, Kevin Potvin, Brian Rasmussen, Ryan Thorpe, Marko Segovic, Dave Stewart, Tom Andersen, Chad Grisdale, Rob Murray, Ryan Thrussell, Steve Wilijto, Frank Defrenza, Dan Fortuna, Steve Hanline, Bill Jones, Aaron Mori, Tony Vogel, Milan Dragicevic, Lada Hampeis, Clayton McGovern, Shawn Snesar, Paul Stark, Jason Wong, Chris Rowland, Marijan Ivanisec, David Benjamin Tomlinson, Brad McDonald, Joey Neale, Gabe Krhan, Daren Webb, Herb Brooks, Jerry Brown, Billy Carter, Jimmy Carter, Rosalynn Carter, John Chancellor, Richard Cummins, Betty Ford, Gerald Ford, Richard Nixon, Mohammad Reza Pahlavi;Canada, United States;01/06/2018;2004;PG;136 min;Biography, Drama, History, Sport;U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.;7,5;51702
194;Movie;Crouching Tiger, Hidden Dragon;Ang Lee;Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chen Chang, Sihung Lung, Pei-Pei Cheng, Fazeng Li, Xian Gao, Yan Hai, Deming Wang, Li Li, Suying Huang, Jinting Zhang, Rui Yang, Kai Li, Jianhua Feng, Zhenxi Du, Cheng Lin Xu, Feng Lin, Wensheng Wang, Dong Song, Zhongxuan Ma, Bao Cheng Li, Yongde Yang, Shaojun Zhang, Ning Ma, Jianmin Zhu, Changsheng Dong, Yi Shih, Bin Chen, Shaocheng Zhang;Taiwan, Hong Kong, United States, China;01/03/2019;2000;PG-13;120 min;Action, Adventure, Fantasy, Romance;A young woman in ancient China longs for an adventurous life rather than a dull arranged marriage in Ang Lees Oscar-winning martial arts epic.;7,8;260618
195;Movie;Doctor Zhivago;David Lean;Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Rita Tushingham, Jeffrey Rockland, Tarek Sharif, Bernard Kay, Klaus Kinski, G?rard Tichy, Noel Willman, Geoffrey Keen, Adrienne Corri, Jack MacGowran, Mark Eden, Erik Chitty, Roger Maxwell, Wolf Frees, Gwen Nelson, Lucy Westmore, Lili Mur˜ti, Peter Madden, Luana AlcaØiz, David Areu, Assad Bahador, Agustðn Bescos, Jos? Marða Caffarel, Emilio Carrer, Pamella Carrington-Coutte, Catherine Ellison, Pilar G«mez Ferrer, Vðctor Israel, Inigo Jackson, Gerhard Jersch, Jari Jolkkonen, Leo L?hteenm?ki, ‘lvaro Marenco, Marða Martðn, Jos? Nieto, Ricardo Palacios, Ingrid Pitt, Robert Rietty, Robert Royal, Mercedes Ruiz, Aldo Sambrell, Virgilio Teixeira, Brigitte Trace, Marða Vico;Italy, United Kingdom, United States;01/11/2019;1965;PG-13;200 min;Drama, Romance, War;A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.;8;72745
196;Movie;Pardes;Subhash Ghai;Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apoorva Agnihotri, Alok Nath, Himani Shivpuri, Padmavati Rao, Madhuri Bhatia, Dina Pathak, Benu Kalsi, Smita Jaykar, Pawan Malhotra, Rakesh Thareja, Ajay Nagrath, Aditya Narayan, Samta Sagar, Prachi Save, Deepak Qazir, Vinod Raut, Anand Balraj, Akash Singh, Jagdish Punjabi, Shashi Sharma, Ruhshad Nariman Daruwalla, Heinz Sp?hrer, Sooch Bhatti, Remo DSouza, Subhash Ghai;India;01/03/2018;1997;TV-14;187 min;Drama, Musical, Romance;Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.;7;14297
197;Movie;The Indian in the Cupboard;Frank Oz;Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano, Ryan Olson, Leon Tejwani, Lucas Tejwani, Christopher Conte, Cassandra Brown, Christopher Moritz, Beni Malkin, Juliet Berman, Stephen Morales, George Randall, Gia Galeano, Kevin Malaro, Tom Bewley, Keii Johnston, J.R. Horsting, Michael Papajohn, Erik Stabenau, Christopher Gilman, Justin Mercado;United States;01/11/2020;1995;PG;96 min;Drama, Family, Fantasy;A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.;6;27607
198;Movie;Friday the 13th;Sean S. Cunningham;Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan, Kevin Bacon, Harry Crosby, Laurie Bartram, Mark Nelson, Peter Brouwer, Rex Everhart, Ronn Carroll, Ron Millkie, Walt Gorney, Willie Adams, Debra S. Hayes, Dorothy Kobs, Sally Anne Golden, Mary Rocco, Ken L. Parker, Ari Lehman, Noel Cunningham, Irwin Keyes, Tom Savini;United States;01/01/2020;2009;R;97 min;Horror, Mystery, Thriller;A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.;6,4;127828
199;Movie;Hamara Dil Aapke Paas Hai;Satish Kaushik;Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar, Anupam Kher, Satish Kaushik, Mukesh Rishi, Jaspal Bhatti, Razak Khan, Himani Shivpuri, Smita Jaykar, Tanaaz Currim Irani, Shashi Sharma, Upasna Singh, Rana Jung Bahadur, Abid, Vinod Talwar, Saurabh Dubey, Vidulla, Master Yash Shah, Panni Chaterji, Isha Talwar, Suzain, Ruchika Paul, Smita Hai, Zubaida, Hemant Mishra, Vivek Mushran, Narendra, Shelly, Virendra, Menu, Thakur Amar Singh, Kirti Bhardwaj, Mushtaq Khan, Johnny Lever, Anang Desai;India;01/03/2018;2000;TV-14;158 min;Action, Drama, Romance;Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors.;5,6;1846
200;Movie;Money Talks;Brett Ratner;Chris Tucker, Charlie Sheen, Heather Locklear, Elise Neal, Paul Sorvino, David Lee McLain, Vic Ferreira, Gary Briggs, Larry Hankin, Nathan Anderson, Damian Chapa, Richard Noyce, Faizon Love, G?rard Isma?l, Ralph W. Odum, Frank Bruynbroek, David Warner, Doug Llewelyn, Paul Guyot, Jeff Brockton, Gary Price, Tycho Thal, Paul Gleason, Daniel Roebuck, Marty Levy, Vahe Berberian, Jake, Robertson Dean, Mark Benninghoffen, Veronica Cartwright, Vance Berberian, Jon Chardiet, Tommy J. Huff, Andre Rosey Brown, Michael Wright, Kevin Lowe, Tawny Little, Viveca Paulin, Mojoe Nicosia, Dexter Tucker, Norris Tucker, Buddy Joe Hooker, Matt Brandstein, Rance Howard, Melanie Comarcho, Edward James Gage, Valentina Marie Lomborg, Johnny Martin;United States;01/11/2019;1997;R;96 min;Action, Comedy, Crime, Thriller;TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.;6,2;28819
201;TV Show;Forces of Nature;Bronwen Hughes;Sandra Bullock, Ben Affleck, Maura Tierney, Steve Zahn, Blythe Danner, Ronny Cox, Michael Fairman, Janet Carroll, Richard Schiff, David Strickland, Meredith Scott Lynn, George Wallace, Steve Hytner, John Doe, Jack Kehler, Anne Haney, Bert Remsen, Julie Ivey, Maia Lien, Franklin H.D. Ecker, Rafiki Smith, Carter Reedy, Taylor Gilbert, Francisco De Ramðrez, Pat Crawford Brown, Bill Erwin, William Marquez, Antone Calandra, Tommy Chappelle, James Chirbas, Bill Coates, Vivian Edwards-Ashford, Damon Frost, Jean Gates, Joan Glover, Winnie Hammer, Bob King, Bob King, Leon Lamar, Judith Maltenfort, Eddie Miller, Mali Miller, Danny Nelson, Joanne Pankow, Ginnie Randall, Beverly Shelton, George Stoba, Jacki Wilson, Michael Cudlitz, Athena Bitzis, Libby Whittemore, Dan Albright, Marshall Rosenblum, Mike Pniewski, Wes Kennemore, Brandon McLaughlin, Marc McPherson, Justin Michael Benassi, Shelly Desai, Cordell Nichols, Dan Biggers, Lester Cohen, Natalie Hendrix, Scott Pierce, Shannon Welles, Timothy Ainger, Lauralei Combs, Derrick Damions, Jeremy DeCarlos, Jada DeVille, Kara Hamilton, Cal Johnson, Lonnie Knight, Christofer Michaels, Afemo Omilami, Joe Pantoliano, Chad Ridgely, Heidi Salinger, Danny Scalf, Timothy J. Scanlin Jr., David Smith, Rob Springer, Gregory H. Starbuck, Kym Stys, Alexandria Valentine, Jade Wu;United States;01/03/2017;2016;TV-PG;1 Season;Comedy, Romance;This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements.;5,4;33369
202;Movie;Mona Lisa Smile;Mike Newell;Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Ginnifer Goodwin, Dominic West, Juliet Stevenson, Marcia Gay Harden, John Slattery, Marian Seldes, Donna Mitchell, Terence Rigby, Jennie Eisenhower, Leslie Lyles, Laura Allen, Topher Grace, Lily Lodge, Jordan Bridges, Ebon Moss-Bachrach, Christopher Braden, Chuck Montgomery, Taylor Roberts, John Scurti, Ed Peed, Rony Clanton, Becky Veduccio, Paul Vincent Black, Lisa Roberts Gillan, June Miller, Aleksa Palladino, Charles Techman, Lauren Adler, Daisy Baldwin, Janine Barris, Emily Bauer, Kirstie Bingham, Jennifer Bowen, Angelique Claire, Nikki Coble, Kristen Connolly, Kristyn Coppola, Kimberly Ehly, Megan Marie Ford, Lauren Fruchter, Kate Glass, Amanda Gruss, Stella Hao, Walker Hays, Michele Hillen, Annika Marks, Amy Montminy, Lily Rabe, Kate Reilly, Krysten Ritter, Brandy Tipton, Trisha Trokan, Megan Tropea, Maja Wampuszyc, Mary Pascoe, Elise Passamani, Laura M. Flahive, Devon Jencks, Erin E. Richardson, Emily R. See, Rob Buntzen, Richard ORourke, Chris Bonomo, Katherine Argo, Shelby Bond, Lou Brock, Michael Choi, Melissa Deles, John D. Fowler, Nicole Frydman, Noelle Gibson, Maria Vicens Girau, Natalie Gomez, Sid Grant, Madeleine Hackney, Betina Hershey, Yuval Hod, Richard Jones, Jerry Jordan, Nickolay Khazanov, Nadia Kravets, Maria Levinstein, KellyDawn Malloy, Annette Nicole, Lance Olds, Joe Palmer, Christian Perry, Daniel Ponickly, Tony Scheppler, Solomon Singer, Gabriel Vaughan, Kim Villanueva, Dan Weltner, Sarah Billings Wheeler, Denise Zadroga, Peter J. Rowan, Tori Amos, Kevin Osborne, Brad Mehldau, Larry Grenadier, Julie Wagner, Jennifer Anderson, Lindsey White, Chris Burke, Dorothy Dwyer, Melanie Angelique Moyer, Canedy Knowles, Kristen Marie Holly, Carrie Ann Kaye, Liliane Thomas, Jackie Sanders, Corey W. Allen, Kevin Anton, Rob Armstrong, Whitney Avalon, Eric Bruno Borgman, Jodie Brunelle, Marylouise Burke, Jean Burns, Brooke Campbell, Cristie Schoen Codd, Katrina Connor, Marcus Allen Cooper, Ty Copeman, David J. Cummins, Michael Cuomo, Grenville Cuyler, Claire Elizabeth Davies, Erik Davies, Marlo DiCrasto, Ashley Dru Douglass, Liesl Ehardt, John Farrer, Aprill Fasino, Lauren Ferrara, Megan Ferrara, Anna Fields, Brandon Goncalves, Jeannette Gould, Kathryn Gracey, Keith Hallworth, Eric Hersh, Ashley Hillis, Maureen Isern, Jessica Leigh Johnson, Vivian Kalinov, Kara Klein, Dana Lubotsky, Josh Mann, Sara Mayer-Fried, Trish McGettrick, Denis McKeown, Marisa Mickel, Mark C. Montague, Josh Mowery, Randi Newton, Marni Penning, James Donnell Quinn, Seth Reich, Dina Rose Rivera, Lindsay Roth, Maria Rusolo, Gabrielle Salinger, Megan Sambataro, Matthew Shaffer, Melissa Goodwin Shepherd, Bobby Shue, Frank Stellato, Valerie Vaile, Jill Whitaker, Gunna Wilson;United States;01/01/2019;2003;PG-13;119 min;Drama;In 1953, the women of Wellesley College are measured by how well they marry ? until the arrival of a professor who threatens to upend the status quo.;6,5;79587
203;Movie;Taal;Subhash Ghai;Akshaye Khanna, Anil Kapoor, Aishwarya Rai Bachchan, Alok Nath, Amrish Puri, Sushma Seth, Mita Vashisht, Saurabh Shukla, Jividha Sharma, Tanya Mukherjee, Supriya Karnik, Prithvi Zutshi, Manoj Pahwa, Rajesh Khera, Mithilesh Chaturvedi, Puneet Vashisht, Akash Karnataki, Vinod Raut, Usha Bachani, Bhairavi, Alka, Mukund Bhatt, Aliraza Namdar, Kamal Adib, Shreechand Makhija, Jash Trivedi, Trilok Kapoor, Sunil Nagar, Shanu Dev, Mahesh Mehboobani, Prakash Bharadwaj, Ekta Jain, Anita Hassanandani Reddy, Jaideep Sood, Sooch Bhatti, Shawn Byfield, Bobby Darling, Subhash Ghai, Nafisa Joseph, Shahid Kapoor, Kashif Khan, Isha Sharvani;India;01/03/2018;1999;TV-PG;177 min;Drama, Musical, Romance;Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansis suave manager moves in.;6,7;5232
204;Movie;GoldenEye;Martin Campbell;Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Tch?ky Karyo, Gottfried John, Alan Cumming, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz, Pavel Douglas, Olivier Lajous, Billy J. Mitchell, Constantine Gregory, Minnie Driver, Michelle Arthur, Ravil Isyanov, Vladimir Milanovich, Trevor Byfield, Peter Majer, Paul Bannon, Simone Bechtel, Martin Campbell, Mark Chapman, Kenneth Coombs, Simon Crane, Terrance Denville, Ian Durrant, Max Faulkner, Juliet Forester, Stefan Kopiecki, Jo Anna Lee, Derek Lyons, Wayne Michaels, Bhasker Patel, Paul Sacks, Michael G. Wilson;United Kingdom, United States;31/12/2019;1995;PG-13;130 min;Action, Adventure, Thriller;Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.;7,2;245382
205;Movie;Gothika;Mathieu Kassovitz;Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Pen?lope Cruz, Dorian Harewood, Bronwen Mantel, Kathleen Mackey, Matthew G. Taylor, Michel Perron, Andrea Sheldon, Anana Rydvald, Laura Mitchell, Amy Sloan, Noel Burton, Benz Antoine, Andy Bradshaw, Jason Cavalier, Jasson Finney, Terry Simpson, Kwasi Songui, Caroline Van Vlaardingen, Al Vandecruys, Noah Bernett;United States, France, Canada, Spain;01/01/2021;2003;R;98 min;Horror, Mystery, Thriller;After a car crash, a criminal psychiatrist awakens to find that shes a patient in the same mental institution that currently employs her.;5,8;110192
